,Commodity,Util,Value,Period,Group,Unit,Short Description,State,Year
307,CHERRIES,ALL UTILIZATION PRACTICES,26,WEEK #28,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
308,CHERRIES,ALL UTILIZATION PRACTICES,20,WEEK #29,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
309,CHERRIES,ALL UTILIZATION PRACTICES,18,WEEK #30,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
310,CHERRIES,ALL UTILIZATION PRACTICES,18,WEEK #31,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
311,CHERRIES,ALL UTILIZATION PRACTICES,39,WEEK #25,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
312,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #26,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
313,CHERRIES,ALL UTILIZATION PRACTICES,21,WEEK #27,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
314,CHERRIES,ALL UTILIZATION PRACTICES,27,WEEK #28,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
315,CHERRIES,ALL UTILIZATION PRACTICES,36,WEEK #29,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
316,CHERRIES,ALL UTILIZATION PRACTICES,36,WEEK #30,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
317,CHERRIES,ALL UTILIZATION PRACTICES,40,WEEK #31,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
318,CHERRIES,ALL UTILIZATION PRACTICES,28,WEEK #25,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
319,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #26,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
320,CHERRIES,ALL UTILIZATION PRACTICES,45,WEEK #27,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
321,CHERRIES,ALL UTILIZATION PRACTICES,36,WEEK #28,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
322,CHERRIES,ALL UTILIZATION PRACTICES,33,WEEK #29,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
323,CHERRIES,ALL UTILIZATION PRACTICES,27,WEEK #30,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
324,CHERRIES,ALL UTILIZATION PRACTICES,22,WEEK #31,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
325,CHERRIES,ALL UTILIZATION PRACTICES,17,WEEK #25,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
326,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #26,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
327,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #27,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
328,CHERRIES,ALL UTILIZATION PRACTICES,9,WEEK #28,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
329,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #29,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
330,CHERRIES,ALL UTILIZATION PRACTICES,17,WEEK #30,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
331,CHERRIES,ALL UTILIZATION PRACTICES,18,WEEK #31,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
332,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #25,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
333,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #26,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
334,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #27,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
335,CHERRIES,ALL UTILIZATION PRACTICES,2,WEEK #28,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
336,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #29,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
337,CHERRIES,ALL UTILIZATION PRACTICES,2,WEEK #30,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
338,CHERRIES,ALL UTILIZATION PRACTICES,2,WEEK #31,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
339,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #25,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
340,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #26,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
341,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #27,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
342,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #28,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
343,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #29,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
344,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #30,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
345,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #31,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
346,CHERRIES,ALL UTILIZATION PRACTICES,3,WEEK #25,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
347,CHERRIES,ALL UTILIZATION PRACTICES,3,WEEK #26,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
348,CHERRIES,ALL UTILIZATION PRACTICES,3,WEEK #27,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
349,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #28,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
350,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #29,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
351,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #30,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
352,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #31,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
353,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #25,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
354,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #26,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
355,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #27,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
356,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #28,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
357,CHERRIES,ALL UTILIZATION PRACTICES,6,WEEK #29,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
358,CHERRIES,ALL UTILIZATION PRACTICES,6,WEEK #30,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
359,CHERRIES,ALL UTILIZATION PRACTICES,6,WEEK #31,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
360,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #25,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
361,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #26,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
362,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #27,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
363,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #28,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
364,CHERRIES,ALL UTILIZATION PRACTICES,38,WEEK #29,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
365,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #30,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
366,CHERRIES,ALL UTILIZATION PRACTICES,38,WEEK #31,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
367,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #25,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
368,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #26,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
369,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #27,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
370,CHERRIES,ALL UTILIZATION PRACTICES,51,WEEK #28,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
371,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #29,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
372,CHERRIES,ALL UTILIZATION PRACTICES,53,WEEK #30,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
373,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #31,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
374,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #16,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
375,CHERRIES,ALL UTILIZATION PRACTICES,7,WEEK #17,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
376,CHERRIES,ALL UTILIZATION PRACTICES,24,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
377,CHERRIES,ALL UTILIZATION PRACTICES,46,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
378,CHERRIES,ALL UTILIZATION PRACTICES,55,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
379,CHERRIES,ALL UTILIZATION PRACTICES,58,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
380,CHERRIES,ALL UTILIZATION PRACTICES,62,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
381,CHERRIES,ALL UTILIZATION PRACTICES,71,WEEK #23,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
382,CHERRIES,ALL UTILIZATION PRACTICES,94,WEEK #24,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
383,CHERRIES,ALL UTILIZATION PRACTICES,100,WEEK #25,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
384,CHERRIES,ALL UTILIZATION PRACTICES,5,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
385,CHERRIES,ALL UTILIZATION PRACTICES,15,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
386,CHERRIES,ALL UTILIZATION PRACTICES,23,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
387,CHERRIES,ALL UTILIZATION PRACTICES,41,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
388,CHERRIES,ALL UTILIZATION PRACTICES,58,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
389,CHERRIES,ALL UTILIZATION PRACTICES,64,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
390,CHERRIES,ALL UTILIZATION PRACTICES,67,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
391,CHERRIES,ALL UTILIZATION PRACTICES,69,WEEK #21,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
392,CHERRIES,ALL UTILIZATION PRACTICES,76,WEEK #22,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
393,CHERRIES,ALL UTILIZATION PRACTICES,80,WEEK #23,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
394,CHERRIES,ALL UTILIZATION PRACTICES,100,WEEK #24,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
395,CHERRIES,ALL UTILIZATION PRACTICES,12,WEEK #25,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
396,CHERRIES,ALL UTILIZATION PRACTICES,25,WEEK #26,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
397,CHERRIES,ALL UTILIZATION PRACTICES,33,WEEK #27,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
398,CHERRIES,ALL UTILIZATION PRACTICES,48,WEEK #28,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
399,CHERRIES,ALL UTILIZATION PRACTICES,51,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
400,CHERRIES,ALL UTILIZATION PRACTICES,70,WEEK #30,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
401,CHERRIES,ALL UTILIZATION PRACTICES,81,WEEK #31,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
402,CHERRIES,ALL UTILIZATION PRACTICES,34,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
403,CHERRIES,ALL UTILIZATION PRACTICES,52,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
404,CHERRIES,ALL UTILIZATION PRACTICES,66,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
405,CHERRIES,ALL UTILIZATION PRACTICES,78,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
406,CHERRIES,ALL UTILIZATION PRACTICES,86,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
407,CHERRIES,ALL UTILIZATION PRACTICES,93,WEEK #23,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
408,CHERRIES,ALL UTILIZATION PRACTICES,96,WEEK #24,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
409,CHERRIES,ALL UTILIZATION PRACTICES,5,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
410,CHERRIES,ALL UTILIZATION PRACTICES,18,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
411,CHERRIES,ALL UTILIZATION PRACTICES,53,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
412,CHERRIES,ALL UTILIZATION PRACTICES,64,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
413,CHERRIES,ALL UTILIZATION PRACTICES,77,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
414,CHERRIES,ALL UTILIZATION PRACTICES,84,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
415,CHERRIES,ALL UTILIZATION PRACTICES,89,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
416,CHERRIES,ALL UTILIZATION PRACTICES,95,WEEK #21,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
417,CHERRIES,ALL UTILIZATION PRACTICES,98,WEEK #22,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
418,CHERRIES,ALL UTILIZATION PRACTICES,19,WEEK #26,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
419,CHERRIES,ALL UTILIZATION PRACTICES,28,WEEK #27,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
420,CHERRIES,ALL UTILIZATION PRACTICES,44,WEEK #28,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
421,CHERRIES,ALL UTILIZATION PRACTICES,59,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
422,CHERRIES,ALL UTILIZATION PRACTICES,17,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
423,CHERRIES,ALL UTILIZATION PRACTICES,35,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
424,CHERRIES,ALL UTILIZATION PRACTICES,53,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
425,CHERRIES,ALL UTILIZATION PRACTICES,72,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
426,CHERRIES,ALL UTILIZATION PRACTICES,83,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
427,CHERRIES,ALL UTILIZATION PRACTICES,91,WEEK #23,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
428,CHERRIES,ALL UTILIZATION PRACTICES,95,WEEK #24,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
429,CHERRIES,ALL UTILIZATION PRACTICES,27,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
430,CHERRIES,ALL UTILIZATION PRACTICES,48,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
431,CHERRIES,ALL UTILIZATION PRACTICES,66,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
432,CHERRIES,ALL UTILIZATION PRACTICES,70,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
433,CHERRIES,ALL UTILIZATION PRACTICES,77,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
434,CHERRIES,ALL UTILIZATION PRACTICES,81,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
435,CHERRIES,ALL UTILIZATION PRACTICES,85,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
436,CHERRIES,ALL UTILIZATION PRACTICES,88,WEEK #21,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
437,CHERRIES,ALL UTILIZATION PRACTICES,94,WEEK #22,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
438,CHERRIES,ALL UTILIZATION PRACTICES,14,WEEK #26,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
439,CHERRIES,ALL UTILIZATION PRACTICES,24,WEEK #27,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
440,CHERRIES,ALL UTILIZATION PRACTICES,50,WEEK #28,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
441,CHERRIES,ALL UTILIZATION PRACTICES,57,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
442,CHERRIES,ALL UTILIZATION PRACTICES,77,WEEK #30,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
443,CHERRIES,ALL UTILIZATION PRACTICES,83,WEEK #31,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
444,CHERRIES,ALL UTILIZATION PRACTICES,"1,400",YEAR,FRUIT & TREE NUTS,ACRES,ACRES BEARING,NY,2017
445,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #25,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
446,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #26,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
447,CHERRIES,ALL UTILIZATION PRACTICES,19,WEEK #27,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
448,CHERRIES,ALL UTILIZATION PRACTICES,22,WEEK #28,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
449,CHERRIES,ALL UTILIZATION PRACTICES,26,WEEK #29,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
450,CHERRIES,ALL UTILIZATION PRACTICES,26,WEEK #30,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
451,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #31,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
452,CHERRIES,ALL UTILIZATION PRACTICES,39,WEEK #32,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
